0.100000 0.000004
0.110010 0.000005
0.120020 0.000006
0.130030 0.000007
0.140040 0.000009
0.150051 0.000011
0.160061 0.000013
0.170071 0.000015
0.180081 0.000018
0.190091 0.000020
0.200101 0.000023
0.210111 0.000027
0.220121 0.000031
0.230131 0.000035
0.240142 0.000039
0.250152 0.000044
0.260162 0.000049
0.270172 0.000055
0.280182 0.000062
0.290192 0.000059
0.300202 0.000065
0.310212 0.000072
0.320222 0.000079
0.330233 0.000086
0.340243 0.000094
0.350253 0.000102
0.360263 0.000111
0.370273 0.000120
0.380283 0.000130
0.390293 0.000140
0.400303 0.000144
0.410313 0.000155
0.420324 0.000166
0.430334 0.000178
0.440344 0.000190
0.450354 0.000203
0.460364 0.000216
0.470374 0.000230
0.480384 0.000245
0.490394 0.000260
0.500404 0.000276
0.510415 0.000292
0.520425 0.000309
0.530435 0.000327
0.540445 0.000204
0.550455 0.000215
0.560465 0.000225
0.570475 0.000237
0.580485 0.000248
0.590495 0.000260
0.600506 0.000272
0.610516 0.000285
0.620526 0.000298
0.630536 0.000311
0.640546 0.000325
0.650556 0.000339
0.660566 0.000353
0.670576 0.000368
0.680586 0.000383
0.690597 0.000399
0.700607 0.000415
0.710617 0.000388
0.720627 0.000404
0.730637 0.000420
0.740647 0.000437
0.750657 0.000453
0.760667 0.000470
0.770677 0.000487
0.780688 0.000504
0.790698 0.000521
0.800708 0.000539
0.810718 0.000557
0.820728 0.000575
0.830738 0.000593
0.840748 0.000611
0.850758 0.000629
0.860768 0.000648
0.870779 0.000576
0.880789 0.000594
0.890799 0.000612
0.900809 0.000631
0.910819 0.000650
0.920829 0.000669
0.930839 0.000689
0.940849 0.000709
0.950859 0.000729
0.960870 0.000750
0.970880 0.000771
0.980890 0.000792
0.990900 0.000814
1.000910 0.000837
1.010920 0.000859
1.020930 0.000883
1.030940 0.000906
1.040950 0.000930
1.050961 0.000954
1.060971 0.000979
1.070981 0.001004
1.080991 0.001030
1.091001 0.001056
1.101011 0.001082
1.111021 0.001109
1.121031 0.001137
1.131041 0.001164
1.141052 0.001193
1.151062 0.001221
1.161072 0.001250
1.171082 0.001280
1.181092 0.001310
1.191102 0.001341
1.201112 0.001372
1.211122 0.001403
1.221132 0.001435
1.231143 0.001468
1.241153 0.001501
1.251163 0.001534
1.261173 0.001568
1.271183 0.001603
1.281193 0.001638
1.291203 0.001673
1.301213 0.001709
1.311223 0.001628
1.321234 0.001661
1.331244 0.001695
1.341254 0.001730
1.351264 0.001765
1.361274 0.001800
1.371284 0.001836
1.381294 0.001873
1.391304 0.001910
1.401314 0.001947
1.411325 0.001985
1.421335 0.002023
1.431345 0.002062
1.441355 0.002101
1.451365 0.002141
1.461375 0.002181
1.471385 0.002222
1.481395 0.002263
1.491405 0.002305
1.501416 0.002347
1.511426 0.002390
1.521436 0.002433
1.531446 0.002477
1.541456 0.002522
1.551466 0.002567
1.561476 0.002612
1.571486 0.002658
1.581496 0.002704
1.591507 0.002752
1.601517 0.002799
1.611527 0.002847
1.621537 0.002896
1.631547 0.002945
1.641557 0.002995
1.651567 0.003046
1.661577 0.003097
1.671587 0.003148
1.681598 0.003200
1.691608 0.003253
1.701618 0.003307
1.711628 0.003361
1.721638 0.003415
1.731648 0.003470
1.741658 0.003526
1.751668 0.003582
1.761678 0.003639
1.771689 0.003697
1.781699 0.003755
1.791709 0.003814
1.801719 0.003874
1.811729 0.003934
1.821739 0.003995
1.831749 0.004057
1.841759 0.003719
1.851769 0.003774
1.861780 0.003831
1.871790 0.003888
1.881800 0.003945
1.891810 0.004004
1.901820 0.004062
1.911830 0.004121
1.921840 0.004181
1.931850 0.004241
1.941860 0.004302
1.951871 0.004364
1.961881 0.004426
