-0.000000	0.392968
-0.006173	0.392924
-0.012344	0.392793
-0.018513	0.392574
-0.024679	0.392267
-0.030841	0.391873
-0.036997	0.391392
-0.043147	0.390823
-0.049289	0.390166
-0.055423	0.389422
-0.061547	0.388591
-0.067660	0.387672
-0.073761	0.386666
-0.079848	0.385573
-0.085922	0.384393
-0.091980	0.383126
-0.098022	0.381771
-0.104046	0.380330
-0.110052	0.378802
-0.116038	0.377187
-0.122003	0.375485
-0.127945	0.373697
-0.133865	0.371823
-0.139759	0.369862
-0.145628	0.367816
-0.151471	0.365683
-0.157285	0.363464
-0.163070	0.361160
-0.168825	0.358771
-0.174547	0.356296
-0.180237	0.353736
-0.185893	0.351091
-0.191513	0.348362
-0.197097	0.345548
-0.202643	0.342650
-0.208149	0.339668
-0.213615	0.336603
-0.219039	0.333455
-0.224420	0.330223
-0.229756	0.326909
-0.235046	0.323513
-0.240289	0.320035
-0.245484	0.316476
-0.250629	0.312836
-0.255722	0.309115
-0.260763	0.305314
-0.265749	0.301433
-0.270680	0.297473
-0.275554	0.293435
-0.280369	0.289319
-0.285125	0.285125
-0.289819	0.280854
-0.294451	0.276507
-0.299018	0.272085
-0.303519	0.267588
-0.307954	0.263017
-0.312319	0.258373
-0.316615	0.253656
-0.320839	0.248868
-0.324990	0.244009
-0.329066	0.239080
-0.333066	0.234082
-0.336988	0.229017
-0.340831	0.223884
-0.344594	0.218686
-0.348274	0.213423
-0.351871	0.208096
-0.355383	0.202707
-0.358809	0.197257
-0.362146	0.191747
-0.365395	0.186178
-0.368552	0.180552
-0.371617	0.174870
-0.374589	0.169134
-0.377466	0.163344
-0.380247	0.157504
-0.382931	0.151613
-0.385515	0.145674
-0.388000	0.139689
-0.390383	0.133658
-0.392664	0.127584
-0.394842	0.121469
-0.396915	0.115314
-0.398882	0.109122
-0.400742	0.102893
-0.402495	0.096631
-0.404139	0.090336
-0.405674	0.084011
-0.407099	0.077658
-0.408412	0.071279
-0.409614	0.064876
-0.410703	0.058452
-0.411679	0.052007
-0.412542	0.045545
-0.413291	0.039067
-0.413925	0.032577
-0.414444	0.026075
-0.414849	0.019564
-0.415138	0.013046
-0.415311	0.006524
-0.415369	0.000000
-0.415311	-0.006524
-0.415138	-0.013046
-0.414849	-0.019564
-0.414444	-0.026075
-0.413925	-0.032577
-0.413291	-0.039067
-0.412542	-0.045545
-0.411679	-0.052007
-0.410703	-0.058452
-0.409614	-0.064876
-0.408412	-0.071279
-0.407099	-0.077658
-0.405674	-0.084011
-0.404139	-0.090336
-0.402495	-0.096631
-0.400742	-0.102893
-0.398882	-0.109122
-0.396915	-0.115314
-0.394842	-0.121469
-0.392664	-0.127584
-0.390383	-0.133658
-0.388000	-0.139689
-0.385515	-0.145674
-0.382931	-0.151613
-0.380247	-0.157504
-0.377466	-0.163344
-0.374589	-0.169134
-0.371617	-0.174870
-0.368552	-0.180552
-0.365395	-0.186178
-0.362146	-0.191747
-0.358809	-0.197257
-0.355383	-0.202707
-0.351871	-0.208096
-0.348274	-0.213423
-0.344594	-0.218686
-0.340831	-0.223884
-0.336988	-0.229017
-0.333066	-0.234082
-0.329066	-0.239080
-0.324990	-0.244009
-0.320839	-0.248868
-0.316615	-0.253656
-0.312319	-0.258373
-0.307954	-0.263017
-0.303519	-0.267588
-0.299018	-0.272085
-0.294451	-0.276507
-0.289819	-0.280854
-0.285125	-0.285125
-0.280369	-0.289319
-0.275554	-0.293435
-0.270680	-0.297473
-0.265749	-0.301433
-0.260763	-0.305314
-0.255722	-0.309115
-0.250629	-0.312836
-0.245484	-0.316476
-0.240289	-0.320035
-0.235046	-0.323513
-0.229756	-0.326909
-0.224420	-0.330223
-0.219039	-0.333455
-0.213615	-0.336603
-0.208149	-0.339668
-0.202643	-0.342650
-0.197097	-0.345548
-0.191513	-0.348362
-0.185893	-0.351091
-0.180237	-0.353736
-0.174547	-0.356296
-0.168825	-0.358771
-0.163070	-0.361160
-0.157285	-0.363464
-0.151471	-0.365683
-0.145628	-0.367816
-0.139759	-0.369862
-0.133865	-0.371823
-0.127945	-0.373697
-0.122003	-0.375485
-0.116038	-0.377187
-0.110052	-0.378802
-0.104046	-0.380330
-0.098022	-0.381771
-0.091980	-0.383126
-0.085922	-0.384393
-0.079848	-0.385573
-0.073761	-0.386666
-0.067660	-0.387672
-0.061547	-0.388591
-0.055423	-0.389422
-0.049289	-0.390166
-0.043147	-0.390823
-0.036997	-0.391392
-0.030841	-0.391873
-0.024679	-0.392267
-0.018513	-0.392574
-0.012344	-0.392793
-0.006173	-0.392924
-0.000000	-0.392968


0.000000	0.392968
0.006171	0.392813
0.012337	0.392578
0.018499	0.392264
0.024654	0.391871
0.030804	0.391400
0.036946	0.390850
0.043081	0.390222
0.049207	0.389515
0.055325	0.388731
0.061432	0.387869
0.067530	0.386930
0.073617	0.385914
0.079692	0.384820
0.085756	0.383650
0.091807	0.382403
0.097845	0.381080
0.103869	0.379681
0.109879	0.378206
0.115874	0.376656
0.121854	0.375029
0.127819	0.373328
0.133767	0.371552
0.139698	0.369700
0.145612	0.367774
0.151508	0.365774
0.157387	0.363699
0.163246	0.361550
0.169087	0.359328
0.174908	0.357031
0.180709	0.354661
0.186490	0.352218
0.192250	0.349702
0.197989	0.347112
0.203707	0.344450
0.209404	0.341716
0.215078	0.338908
0.220730	0.336029
0.226359	0.333077
0.231965	0.330053
0.237548	0.326957
0.243108	0.323789
0.248644	0.320550
0.254157	0.317239
0.259645	0.313857
0.265109	0.310403
0.270549	0.306878
0.275965	0.303282
0.281356	0.299614
0.286723	0.295875
0.292065	0.292065
0.297383	0.288184
0.302677	0.284232
0.307946	0.280209
0.313190	0.276114
0.318411	0.271949
0.323608	0.267711
0.328780	0.263403
0.333930	0.259022
0.339056	0.254570
0.344159	0.250046
0.349240	0.245450
0.354299	0.240781
0.359337	0.236040
0.364353	0.231226
0.369349	0.226338
0.374326	0.221376
0.379284	0.216340
0.384223	0.211229
0.389146	0.206042
0.394053	0.200780
0.398944	0.195441
0.403822	0.190024
0.408687	0.184529
0.413541	0.178955
0.418385	0.173301
0.423221	0.167565
0.428051	0.161747
0.432877	0.155845
0.437700	0.149858
0.442524	0.143785
0.447350	0.137623
0.452181	0.131371
0.457019	0.125026
0.461870	0.118588
0.466734	0.112053
0.471617	0.105419
0.476522	0.098683
0.481453	0.091842
0.486416	0.084893
0.491415	0.077833
0.496457	0.070656
0.501547	0.063360
0.506692	0.055939
0.511901	0.048389
0.517181	0.040703
0.522541	0.032876
0.527993	0.024900
0.533547	0.016767
0.539218	0.008471
0.545018	0.000000
0.539218	-0.008471
0.533547	-0.016767
0.527993	-0.024900
0.522541	-0.032876
0.517181	-0.040703
0.511901	-0.048389
0.506692	-0.055939
0.501547	-0.063360
0.496457	-0.070656
0.491415	-0.077833
0.486416	-0.084893
0.481453	-0.091842
0.476522	-0.098683
0.471617	-0.105419
0.466734	-0.112053
0.461870	-0.118588
0.457019	-0.125026
0.452181	-0.131371
0.447350	-0.137623
0.442524	-0.143785
0.437700	-0.149858
0.432877	-0.155845
0.428051	-0.161747
0.423221	-0.167565
0.418385	-0.173301
0.413541	-0.178955
0.408687	-0.184529
0.403822	-0.190024
0.398944	-0.195441
0.394053	-0.200780
0.389146	-0.206042
0.384223	-0.211229
0.379284	-0.216340
0.374326	-0.221376
0.369349	-0.226338
0.364353	-0.231226
0.359337	-0.236040
0.354299	-0.240781
0.349240	-0.245450
0.344159	-0.250046
0.339056	-0.254570
0.333930	-0.259022
0.328780	-0.263403
0.323608	-0.267711
0.318411	-0.271949
0.313190	-0.276114
0.307946	-0.280209
0.302677	-0.284232
0.297383	-0.288184
0.292065	-0.292065
0.286723	-0.295875
0.281356	-0.299614
0.275965	-0.303282
0.270549	-0.306878
0.265109	-0.310403
0.259645	-0.313857
0.254157	-0.317239
0.248644	-0.320550
0.243108	-0.323789
0.237548	-0.326957
0.231965	-0.330053
0.226359	-0.333077
0.220730	-0.336029
0.215078	-0.338908
0.209404	-0.341716
0.203707	-0.344450
0.197989	-0.347112
0.192250	-0.349702
0.186490	-0.352218
0.180709	-0.354661
0.174908	-0.357031
0.169087	-0.359328
0.163246	-0.361550
0.157387	-0.363699
0.151508	-0.365774
0.145612	-0.367774
0.139698	-0.369700
0.133767	-0.371552
0.127819	-0.373328
0.121854	-0.375029
0.115874	-0.376656
0.109879	-0.378206
0.103869	-0.379681
0.097845	-0.381080
0.091807	-0.382403
0.085756	-0.383650
0.079692	-0.384820
0.073617	-0.385914
0.067530	-0.386930
0.061432	-0.387869
0.055325	-0.388731
0.049207	-0.389515
0.043081	-0.390222
0.036946	-0.390850
0.030804	-0.391400
0.024654	-0.391871
0.018499	-0.392264
0.012337	-0.392578
0.006171	-0.392813
0.000000	-0.392968
0.421470	-0.233876
0.460160	0.178668
0.395677	0.258355
0.334907	-0.327336
0.544874	-0.079452
0.394342	0.254250
0.585188	-0.070393
0.514578	0.142600
0.293630	0.335601
0.548524	0.066670
0.251548	-0.327797
0.220172	0.388131
0.345691	0.269658
0.231270	0.332611
0.438386	-0.172045
0.408734	-0.273029
0.273117	-0.357116
0.328483	-0.288486
0.405908	-0.203044
0.470360	0.203662
0.482912	0.196348
0.372987	-0.301332
0.567449	0.066227
0.469952	-0.139304
0.494821	0.112485
0.473238	-0.113016
0.551988	0.080089
0.235616	0.336869
0.276383	-0.313659
0.524670	-0.131962
0.487373	0.155173
0.543854	0.118482
