-0.874987	-0.317987	-0.365079	0
-0.873704	-0.329294	-0.358060	0
-0.872336	-0.340478	-0.350863	0
-0.870884	-0.351535	-0.343488	0
-0.869348	-0.362462	-0.335939	0
-0.867729	-0.373256	-0.328218	0
-0.866026	-0.383913	-0.320326	0
-0.864242	-0.394431	-0.312267	0
-0.862375	-0.404805	-0.304043	0
-0.860427	-0.415033	-0.295656	0
-0.858399	-0.425112	-0.287109	0
-0.856290	-0.435039	-0.278404	0
-0.854102	-0.444810	-0.269545	0
-0.851835	-0.454423	-0.260533	0
-0.849490	-0.463874	-0.251372	0
-0.847068	-0.473161	-0.242064	0
-0.844569	-0.482281	-0.232613	0
-0.841994	-0.491231	-0.223020	0
-0.839344	-0.500009	-0.213290	0
-0.836620	-0.508612	-0.203424	0
-0.833822	-0.517036	-0.193427	0
-0.830952	-0.525281	-0.183300	0
-0.828010	-0.533342	-0.173048	0
-0.824997	-0.541218	-0.162673	0
-0.821915	-0.548906	-0.152178	0
-0.818763	-0.556405	-0.141567	0
-0.815543	-0.563710	-0.130842	0
-0.812257	-0.570821	-0.120008	0
-0.808904	-0.577736	-0.109067	0
-0.805486	-0.584451	-0.098023	0
-0.802005	-0.590966	-0.086879	0
-0.798460	-0.597277	-0.075638	0
-0.794854	-0.603384	-0.064305	0
-0.791187	-0.609284	-0.052881	0
-0.787460	-0.614976	-0.041372	0
-0.783675	-0.620457	-0.029779	0
-0.779832	-0.625727	-0.018108	0
-0.775933	-0.630783	-0.006361	0
-0.771980	-0.635624	0.005458	0
-0.767972	-0.640248	0.017345	0
-0.763913	-0.644654	0.029297	0
-0.759801	-0.648842	0.041310	0
-0.755640	-0.652808	0.053381	0
-0.751430	-0.656553	0.065506	0
-0.747172	-0.660075	0.077680	0
-0.742869	-0.663373	0.089901	0
-0.738520	-0.666446	0.102165	0
-0.734128	-0.669293	0.114468	0
-0.729693	-0.671914	0.126805	0
-0.725218	-0.674306	0.139175	0
-0.720703	-0.676471	0.151572	0
-0.716150	-0.678406	0.163992	0
-0.711561	-0.680112	0.176433	0
-0.706936	-0.681588	0.188891	0
-0.702277	-0.682834	0.201360	0
-0.697585	-0.683848	0.213839	0
-0.692862	-0.684631	0.226322	0
-0.688110	-0.685183	0.238807	0
-0.687952	-0.679403	0.255212	1
-0.682937	-0.680337	0.265967	1
-0.677916	-0.681064	0.276735	1
-0.672890	-0.681583	0.287512	1
-0.667862	-0.681894	0.298296	1
-0.662832	-0.681998	0.309083	1
-0.657801	-0.681894	0.319871	1
-0.652773	-0.681583	0.330655	1
-0.647747	-0.681064	0.341432	1
-0.642726	-0.680337	0.352200	1
-0.637711	-0.679403	0.362954	1
-0.632704	-0.678262	0.373693	1
