

-0.5000000000	 0.0276133230
-0.4800000000	 0.0472698171
-0.4600000000	 0.0852599306
-0.4400000000	 0.1389234379
-0.4200000000	 0.2006495379
-0.4000000000	 0.2688047605
-0.3800000000	 0.3557093396
-0.3600000000	 0.4406595441
-0.3400000000	 0.5184293854
-0.3200000000	 0.5789492490
-0.3000000000	 0.6468170249
-0.2800000000	 0.7214281230
-0.2600000000	 0.8102962970
-0.2400000000	 0.9085934464
-0.2200000000	 1.0089037451
-0.2000000000	 1.1155512501
-0.1800000000	 1.2271994711
-0.1600000000	 1.3098724372
-0.1400000000	 1.3601781794
-0.1200000000	 1.3744208763
-0.1000000000	 1.3596348685
-0.0800000000	 1.3310145580
-0.0600000000	 1.3022396896
-0.0400000000	 1.2651913149
-0.0200000000	 1.2263283659
0.0000000000	 1.1927710596
0.0200000000	 1.1650127506
0.0400000000	 1.1450344362
0.0600000000	 1.1210827173
0.0800000000	 1.1046704681
0.1000000000	 1.0880463248
0.1200000000	 1.0755735508
0.1400000000	 1.0695621739
0.1600000000	 1.0521643837
0.1800000000	 1.0257048520
0.2000000000	 0.9914696625
0.2200000000	 0.9794624317
0.2400000000	 0.9674553410
0.2600000000	 0.9585723477
0.2800000000	 0.9391355474
0.3000000000	 0.8987595271
0.3200000000	 0.8315182447
0.3400000000	 0.7406276206
0.3600000000	 0.6059014354
0.3800000000	 0.4531225254
0.4000000000	 0.3105985172
0.4200000000	 0.2108195728
0.4400000000	 0.1320893200
0.4600000000	 0.0751665797
0.4800000000	 0.0419326405
0.5000000000	 0.0276133230
